Datetime	Call1	OpenInterest1	Call2	OpenInterest2	Call3	OpenInterest3	Call4	OpenInterest4	Call5	OpenInterest5
05/30/2024	530.0     	22659.0   	538.0     	15726.0   	527.0     	14715.0   	531.0     	14206.0   	528.0     	13415.0   
05/30/2024	535.0     	58201     	530.0     	33399     	540.0     	29315     	521.0     	23982     	560.0     	20788     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
05/31/2024	535.0     	57020     	530.0     	43574     	540.0     	28656     	521.0     	24465     	528.0     	23702     
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/01/2024	525.0     	8759      	530.0     	7333      	560.0     	5619      	524.0     	5414      	527.0     	4056      
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	525.0     	8759.0    	530.0     	7333.0    	560.0     	5619.0    	524.0     	5414.0    	527.0     	4056.0    
06/02/2024	451.0     	0.0       	521.0     	0.0       	537.0     	0.0       	536.0     	0.0       	535.0     	0.0       
06/02/2024	451.0     	0.0       	521.0     	0.0       	537.0     	0.0       	536.0     	0.0       	535.0     	0.0       
06/02/2024	451.0     	0.0       	521.0     	0.0       	537.0     	0.0       	536.0     	0.0       	535.0     	0.0       
06/02/2024	451.0     	0.0       	521.0     	0.0       	537.0     	0.0       	536.0     	0.0       	535.0     	0.0       
06/02/2024	451.0     	0.0       	521.0     	0.0       	537.0     	0.0       	536.0     	0.0       	535.0     	0.0       
06/03/2024	529.0     	13887     	530.0     	13389     	524.0     	11305     	528.0     	9103      	527.0     	8925      
06/03/2024	529.0     	13887     	530.0     	13389     	524.0     	11305     	528.0     	9103      	527.0     	8925      
06/04/2024	530.0     	19324.0   	533.0     	12946.0   	529.0     	11966.0   	527.0     	11795.0   	528.0     	11464.0   
06/04/2024	530.0     	19324.0   	533.0     	12946.0   	529.0     	11966.0   	527.0     	11795.0   	528.0     	11464.0   
06/04/2024	530.0     	19324.0   	533.0     	12946.0   	529.0     	11966.0   	527.0     	11795.0   	528.0     	11464.0   
06/04/2024	530.0     	19324.0   	533.0     	12946.0   	529.0     	11966.0   	527.0     	11795.0   	528.0     	11464.0   
06/05/2024	530.0     	6772      	535.0     	5869      	528.0     	5662      	529.0     	5404      	533.0     	4270      
06/06/2024	535.0     	14814     	537.0     	12234     	540.0     	12229     	538.0     	11128     	534.0     	11120     
06/11/2024	536.0     	15669     	540.0     	14987     	537.0     	12472     	538.0     	11347     	535.0     	10308     
